ItemID,ItemName,Price,ItemTypeID
667,Spaghetti Carbonara Special 667,18.68,5
668,Chicken Tikka Masala Special 668,38.79,5
669,Cheeseburger Special 669,25.32,3
670,Margherita Pizza Special 670,26.03,5
671,Margherita Pizza Special 671,12.02,5
672,Beef Burrito Special 672,31.32,2
673,Falafel Wrap Special 673,33.09,4
674,Pho Noodles Special 674,30.42,5
675,Falafel Wrap Special 675,23.69,1
676,Pho Noodles Special 676,39.42,2
677,Cheeseburger Special 677,38.81,1
678,Pho Noodles Special 678,17.77,1
679,Margherita Pizza Special 679,38.48,5
680,Pho Noodles Special 680,49.54,4
681,Spaghetti Carbonara Special 681,21.89,3
682,Falafel Wrap Special 682,29.19,2
683,Sushi Roll Special 683,22.03,3
684,Pho Noodles Special 684,47.7,5
685,Pho Noodles Special 685,10.56,3
686,Sushi Roll Special 686,22.81,4
687,Pad Thai Special 687,14.51,2
688,Caesar Salad Special 688,9.98,4
689,Beef Burrito Special 689,18.02,1
690,Falafel Wrap Special 690,43.92,3
691,Caesar Salad Special 691,39.51,5
692,Beef Burrito Special 692,49.3,5
693,Pad Thai Special 693,49.05,1
694,Beef Burrito Special 694,29.75,3
695,Pad Thai Special 695,20.84,2
696,Beef Burrito Special 696,14.8,4
697,Sushi Roll Special 697,45.52,1
698,Pad Thai Special 698,17.55,2
699,Margherita Pizza Special 699,39.67,5
700,Beef Burrito Special 700,33.36,2
701,Sushi Roll Special 701,34.89,3
702,Cheeseburger Special 702,35.91,1
703,Pad Thai Special 703,33.49,4
704,Margherita Pizza Special 704,33.63,2
705,Pad Thai Special 705,27.6,2
706,Pho Noodles Special 706,28.96,2
707,Pho Noodles Special 707,15.13,2
708,Margherita Pizza Special 708,23.18,4
709,Pad Thai Special 709,39.06,2
710,Sushi Roll Special 710,17.88,2
711,Falafel Wrap Special 711,46.6,1
712,Beef Burrito Special 712,12.06,3
713,Sushi Roll Special 713,44.3,2
714,Cheeseburger Special 714,23.0,1
715,Beef Burrito Special 715,5.15,5
716,Falafel Wrap Special 716,42.34,4
717,Chicken Tikka Masala Special 717,39.33,4
718,Pho Noodles Special 718,34.53,4
719,Beef Burrito Special 719,35.75,5
720,Cheeseburger Special 720,9.42,5
721,Falafel Wrap Special 721,31.11,5
722,Chicken Tikka Masala Special 722,23.81,2
723,Falafel Wrap Special 723,23.82,4
724,Caesar Salad Special 724,13.5,2
725,Caesar Salad Special 725,6.31,5
726,Pad Thai Special 726,15.09,5
727,Pad Thai Special 727,32.44,4
728,Margherita Pizza Special 728,27.65,5
729,Margherita Pizza Special 729,8.62,4
730,Cheeseburger Special 730,30.68,3
731,Cheeseburger Special 731,23.39,3
732,Pho Noodles Special 732,6.03,3
733,Chicken Tikka Masala Special 733,32.44,4
734,Falafel Wrap Special 734,12.49,3
735,Sushi Roll Special 735,33.15,3
736,Beef Burrito Special 736,35.8,2
737,Chicken Tikka Masala Special 737,47.83,3
738,Sushi Roll Special 738,6.02,5
739,Spaghetti Carbonara Special 739,32.06,3
740,Chicken Tikka Masala Special 740,40.54,1
741,Margherita Pizza Special 741,22.52,2
742,Cheeseburger Special 742,28.01,3
743,Caesar Salad Special 743,13.69,2
744,Pho Noodles Special 744,46.09,5
745,Sushi Roll Special 745,25.6,5
746,Margherita Pizza Special 746,37.54,2
747,Chicken Tikka Masala Special 747,15.77,1
748,Spaghetti Carbonara Special 748,26.25,5
749,Cheeseburger Special 749,37.08,4
750,Spaghetti Carbonara Special 750,13.99,5
751,Chicken Tikka Masala Special 751,10.97,3
752,Margherita Pizza Special 752,7.92,1
753,Chicken Tikka Masala Special 753,6.39,5
754,Pho Noodles Special 754,30.99,2
755,Pho Noodles Special 755,25.66,3
756,Cheeseburger Special 756,35.77,5
757,Cheeseburger Special 757,24.96,2
758,Pad Thai Special 758,15.88,4
759,Chicken Tikka Masala Special 759,12.96,3
760,Cheeseburger Special 760,25.76,5
761,Pho Noodles Special 761,33.86,1
762,Beef Burrito Special 762,41.17,4
763,Caesar Salad Special 763,42.7,5
764,Margherita Pizza Special 764,44.24,4
765,Pad Thai Special 765,45.9,4
766,Pad Thai Special 766,16.02,5
767,Falafel Wrap Special 767,37.49,4
768,Falafel Wrap Special 768,8.14,1
769,Falafel Wrap Special 769,38.69,2
770,Margherita Pizza Special 770,35.69,1
771,Spaghetti Carbonara Special 771,23.29,5
772,Margherita Pizza Special 772,28.39,4
773,Pad Thai Special 773,26.16,5
774,Sushi Roll Special 774,22.34,1
775,Cheeseburger Special 775,40.24,3
776,Sushi Roll Special 776,48.09,4
777,Cheeseburger Special 777,44.75,2
778,Caesar Salad Special 778,29.18,1
779,Sushi Roll Special 779,37.21,3
780,Chicken Tikka Masala Special 780,32.31,1
781,Chicken Tikka Masala Special 781,49.51,3
782,Falafel Wrap Special 782,37.16,5
783,Pho Noodles Special 783,24.73,3
784,Margherita Pizza Special 784,42.25,1
785,Chicken Tikka Masala Special 785,7.69,5
786,Spaghetti Carbonara Special 786,41.52,4
787,Falafel Wrap Special 787,42.27,4
788,Falafel Wrap Special 788,37.63,2
789,Pad Thai Special 789,6.8,4
790,Sushi Roll Special 790,22.97,2
791,Cheeseburger Special 791,46.73,4
792,Pad Thai Special 792,33.32,3
793,Sushi Roll Special 793,24.8,5
794,Chicken Tikka Masala Special 794,40.43,3
795,Pho Noodles Special 795,9.66,3
796,Falafel Wrap Special 796,43.12,2
797,Caesar Salad Special 797,39.11,5
798,Margherita Pizza Special 798,31.09,5
799,Beef Burrito Special 799,40.62,4
800,Caesar Salad Special 800,37.49,2
801,Sushi Roll Special 801,21.49,5
802,Pad Thai Special 802,34.54,5
803,Spaghetti Carbonara Special 803,11.39,3
804,Falafel Wrap Special 804,15.94,1
805,Pho Noodles Special 805,26.72,5
806,Pho Noodles Special 806,16.9,1
807,Falafel Wrap Special 807,19.85,3
808,Pho Noodles Special 808,36.22,5
809,Cheeseburger Special 809,25.62,1
810,Caesar Salad Special 810,36.91,1
811,Pad Thai Special 811,38.86,5
812,Cheeseburger Special 812,39.06,1
813,Pad Thai Special 813,20.41,5
814,Chicken Tikka Masala Special 814,36.01,4
815,Chicken Tikka Masala Special 815,19.88,2
816,Spaghetti Carbonara Special 816,25.27,2
817,Beef Burrito Special 817,16.61,2
818,Cheeseburger Special 818,17.39,5
819,Pho Noodles Special 819,6.61,2
820,Caesar Salad Special 820,11.3,2
821,Falafel Wrap Special 821,28.48,1
822,Falafel Wrap Special 822,6.17,4
823,Pad Thai Special 823,44.61,1
824,Margherita Pizza Special 824,30.36,3
825,Pad Thai Special 825,37.12,1
826,Caesar Salad Special 826,18.8,1
827,Chicken Tikka Masala Special 827,37.21,4
828,Margherita Pizza Special 828,30.54,5
829,Caesar Salad Special 829,18.71,4
830,Caesar Salad Special 830,37.09,4
831,Sushi Roll Special 831,35.3,4
832,Sushi Roll Special 832,11.95,4
833,Beef Burrito Special 833,41.23,2
834,Chicken Tikka Masala Special 834,10.78,3
835,Caesar Salad Special 835,32.34,2
836,Caesar Salad Special 836,43.66,1
837,Falafel Wrap Special 837,16.58,3
838,Margherita Pizza Special 838,15.26,3
839,Beef Burrito Special 839,43.29,2
840,Caesar Salad Special 840,31.25,4
841,Chicken Tikka Masala Special 841,11.68,3
842,Margherita Pizza Special 842,5.54,4
843,Beef Burrito Special 843,21.39,1
844,Pho Noodles Special 844,27.89,2
845,Pho Noodles Special 845,44.16,3
846,Chicken Tikka Masala Special 846,28.26,4
847,Spaghetti Carbonara Special 847,26.46,2
848,Falafel Wrap Special 848,45.5,2
849,Spaghetti Carbonara Special 849,48.76,3
850,Pho Noodles Special 850,33.97,1
851,Pho Noodles Special 851,31.42,3
852,Beef Burrito Special 852,27.55,4
853,Spaghetti Carbonara Special 853,28.55,1
854,Sushi Roll Special 854,22.01,5
855,Spaghetti Carbonara Special 855,46.67,3
856,Pad Thai Special 856,34.18,1
857,Beef Burrito Special 857,44.19,5
858,Caesar Salad Special 858,26.69,1
859,Falafel Wrap Special 859,26.78,5
860,Cheeseburger Special 860,22.09,1
861,Sushi Roll Special 861,35.09,3
862,Pho Noodles Special 862,7.91,1
863,Chicken Tikka Masala Special 863,15.12,2
864,Sushi Roll Special 864,14.29,1
865,Caesar Salad Special 865,11.75,5
866,Margherita Pizza Special 866,32.39,1
867,Margherita Pizza Special 867,37.79,1
868,Sushi Roll Special 868,10.38,3
869,Cheeseburger Special 869,13.86,4
870,Sushi Roll Special 870,27.45,3
871,Caesar Salad Special 871,30.62,1
872,Margherita Pizza Special 872,33.74,5
873,Chicken Tikka Masala Special 873,5.55,5
874,Caesar Salad Special 874,38.58,3
875,Margherita Pizza Special 875,41.85,1
876,Pad Thai Special 876,40.45,2
877,Margherita Pizza Special 877,45.42,2
878,Beef Burrito Special 878,38.36,5
879,Margherita Pizza Special 879,21.36,4
880,Pad Thai Special 880,6.48,2
881,Chicken Tikka Masala Special 881,33.19,5
882,Pho Noodles Special 882,47.84,2
883,Pad Thai Special 883,27.83,3
884,Caesar Salad Special 884,17.22,1
885,Sushi Roll Special 885,48.27,2
886,Pho Noodles Special 886,43.1,5
887,Margherita Pizza Special 887,29.2,3
888,Pad Thai Special 888,8.58,5
889,Spaghetti Carbonara Special 889,40.91,2
890,Cheeseburger Special 890,25.1,4
891,Margherita Pizza Special 891,28.53,2
892,Pho Noodles Special 892,16.01,5
893,Pad Thai Special 893,40.88,2
894,Beef Burrito Special 894,13.22,4
895,Pho Noodles Special 895,47.14,1
896,Spaghetti Carbonara Special 896,43.59,5
897,Spaghetti Carbonara Special 897,15.28,1
898,Beef Burrito Special 898,37.28,5
899,Chicken Tikka Masala Special 899,12.98,1
900,Falafel Wrap Special 900,49.07,3
901,Cheeseburger Special 901,16.96,3
902,Beef Burrito Special 902,17.49,1
903,Beef Burrito Special 903,38.44,3
904,Caesar Salad Special 904,38.0,2
905,Sushi Roll Special 905,46.29,5
906,Chicken Tikka Masala Special 906,45.78,5
907,Sushi Roll Special 907,10.96,2
908,Chicken Tikka Masala Special 908,18.62,1
909,Sushi Roll Special 909,14.35,4
910,Caesar Salad Special 910,15.98,2
911,Chicken Tikka Masala Special 911,39.28,5
912,Beef Burrito Special 912,26.48,2
913,Margherita Pizza Special 913,9.42,5
914,Pho Noodles Special 914,44.67,3
915,Beef Burrito Special 915,7.3,4
916,Spaghetti Carbonara Special 916,40.55,5
917,Cheeseburger Special 917,8.29,4
918,Margherita Pizza Special 918,26.52,4
919,Sushi Roll Special 919,24.89,1
920,Pho Noodles Special 920,26.42,5
921,Falafel Wrap Special 921,9.49,1
922,Beef Burrito Special 922,31.52,3
923,Chicken Tikka Masala Special 923,31.92,2
924,Spaghetti Carbonara Special 924,18.5,3
925,Cheeseburger Special 925,5.43,2
926,Caesar Salad Special 926,24.34,2
927,Falafel Wrap Special 927,45.72,4
928,Cheeseburger Special 928,37.4,2
929,Falafel Wrap Special 929,24.92,4
930,Beef Burrito Special 930,33.92,1
931,Pad Thai Special 931,31.5,3
932,Sushi Roll Special 932,33.57,1
933,Pho Noodles Special 933,39.0,4
934,Chicken Tikka Masala Special 934,49.65,5
935,Caesar Salad Special 935,16.33,1
936,Beef Burrito Special 936,23.32,5
937,Caesar Salad Special 937,17.18,1
938,Sushi Roll Special 938,33.4,3
939,Sushi Roll Special 939,19.79,5
940,Cheeseburger Special 940,26.75,5
941,Falafel Wrap Special 941,17.77,5
942,Pad Thai Special 942,34.04,5
943,Pho Noodles Special 943,16.89,5
944,Sushi Roll Special 944,28.95,4
945,Caesar Salad Special 945,20.35,5
946,Margherita Pizza Special 946,35.5,2
947,Beef Burrito Special 947,27.64,3
948,Margherita Pizza Special 948,33.17,3
949,Caesar Salad Special 949,10.02,2
950,Cheeseburger Special 950,39.05,4
951,Sushi Roll Special 951,13.2,2
952,Pad Thai Special 952,5.29,3
953,Beef Burrito Special 953,45.2,4
954,Cheeseburger Special 954,27.93,4
955,Margherita Pizza Special 955,27.31,4
956,Chicken Tikka Masala Special 956,13.05,4
957,Sushi Roll Special 957,39.22,1
958,Pad Thai Special 958,35.28,4
959,Margherita Pizza Special 959,9.26,1
960,Pad Thai Special 960,43.79,4
961,Cheeseburger Special 961,20.41,1
962,Chicken Tikka Masala Special 962,35.91,3
963,Sushi Roll Special 963,42.02,5
964,Sushi Roll Special 964,13.71,4
965,Falafel Wrap Special 965,9.89,5
966,Cheeseburger Special 966,15.43,4
967,Beef Burrito Special 967,18.82,3
968,Spaghetti Carbonara Special 968,18.74,4
969,Caesar Salad Special 969,39.49,3
970,Caesar Salad Special 970,26.23,1
971,Pho Noodles Special 971,35.81,5
972,Beef Burrito Special 972,46.74,1
973,Cheeseburger Special 973,14.46,2
974,Spaghetti Carbonara Special 974,35.23,1
975,Pho Noodles Special 975,19.57,3
976,Pad Thai Special 976,13.64,5
977,Caesar Salad Special 977,22.83,5
978,Pad Thai Special 978,12.73,5
979,Cheeseburger Special 979,12.11,2
980,Cheeseburger Special 980,34.82,3
981,Sushi Roll Special 981,19.66,1
982,Cheeseburger Special 982,28.24,5
983,Cheeseburger Special 983,26.32,1
984,Caesar Salad Special 984,31.79,1
985,Spaghetti Carbonara Special 985,23.76,3
986,Caesar Salad Special 986,37.69,4
987,Sushi Roll Special 987,15.29,2
988,Beef Burrito Special 988,16.83,3
989,Pad Thai Special 989,47.04,5
990,Spaghetti Carbonara Special 990,42.55,1
991,Caesar Salad Special 991,21.69,4
992,Sushi Roll Special 992,18.78,5
993,Cheeseburger Special 993,37.7,5
994,Beef Burrito Special 994,42.32,2
995,Falafel Wrap Special 995,19.19,5
996,Chicken Tikka Masala Special 996,18.86,3
997,Pho Noodles Special 997,30.35,1
998,Beef Burrito Special 998,39.32,2
999,Margherita Pizza Special 999,5.26,1
1000,Falafel Wrap Special 1000,47.3,4
