RestaurantID,RestaurantName,PhoneNumber,NeighborhoodID,Address1,City,State1,Zip,RestaurantTypeID
284,Samuels Corner,+1-367-130-6161,17,724 Mary Circles,Tiffanystad,FL,47702,6
285,Johns Kitchen,+1-664-362-8948,20,667 Johnson Avenue Suite 440,West Patrick,IN,42572,1
286,Seans House,3332427546,6,85859 Walker Camp Apt. 246,Kimberlymouth,NH,08396,3
287,Gabrielles Table,257-953-3517,14,7693 Rivera Fords Suite 594,Port Guy,PA,81371,8
288,Samuels Corner,8654453042,5,914 Ronnie Glens Apt. 764,South Eric,AK,43374,3
289,Timothys Cafe,001-215-669-797,11,606 Smith Shoals Suite 308,East Brenda,MN,24904,8
290,Brittanys Tacos,391-598-7315,14,691 Ryan Prairie,Edwardville,AR,42858,6
291,Seans House,+1-009-044-2557,13,614 Amanda Mills Suite 885,South John,IL,95420,2
292,Seans House,+1-927-125-9726,1,90386 Craig Key,Ruizmouth,FL,14732,7
293,Brittanys Tacos,041.001.7521x60,20,62956 Hill Wall Apt. 652,New Kimberly,NH,23654,5
294,Brittanys Tacos,(160)035-2282x5,8,0897 Gary Haven,Port Charlesbury,UT,98899,9
295,Timothys Cafe,(890)067-2156,3,7090 Jillian Road Apt. 917,New Keith,IN,13788,1
296,Seans House,(287)170-2993x9,9,29061 Curtis Branch Apt. 670,East Kevin,TX,29095,8
297,Timothys Cafe,944.857.8157,4,2363 Sarah Field,Jasonton,IN,00647,3
298,Brians Pizza,472.399.2696x11,18,797 William Streets Suite 104,Port Ericchester,LA,09770,8
299,Brittanys Tacos,001-790-189-292,4,5868 Jessica Hollow,Lake Billyton,RI,72752,10
300,Johns Kitchen,001-264-985-902,18,426 Flores Park,Port Tannerton,MS,76874,2
301,Sherris Diner,(794)851-4335x5,14,333 Smith Rapid Apt. 538,Port Peterfurt,OH,58766,1
302,Seans House,0136190657,3,38626 Rios Prairie Suite 856,Andrewsfort,RI,85027,4
303,Michaels Bistro,370.375.5028,11,1035 Sharp Ford Suite 354,Lake Melissa,NV,36770,4
304,Brians Pizza,001-389-378-251,3,8887 Dillon Mews Apt. 789,Perryside,AK,30681,7
305,Kyles Grill,838-268-1606x66,12,44550 Kelly Ville Suite 898,Ianside,NE,37388,9
306,Timothys Cafe,983-925-8241x48,11,411 Fernando Drive,New Jeffreyview,WI,15976,3
307,Kyles Grill,129.531.4964,9,3598 Graham Walks Apt. 956,Castrofurt,CA,84906,10
308,Brians Pizza,(539)738-4605x9,5,70912 Buckley Islands Apt. 344,Port Kelly,NH,09742,7
309,Gabrielles Table,(753)947-4794x5,8,830 Keith Union,Barbarafort,FL,32268,4
310,Gabrielles Table,234-593-1413x96,9,723 Tammy Isle,Jonesshire,ND,24751,6
311,Gabrielles Table,661-813-8972,1,19534 Jenkins Motorway Apt. 789,Port Alexander,TN,83795,4
312,Kyles Grill,196.018.8193,4,2160 Roberts Passage Apt. 360,Hallfurt,WA,44054,4
313,Brians Pizza,+1-740-114-0930,13,99832 Stephenson Trafficway,Dunnfurt,GA,02559,10
314,Michaels Bistro,6603277904,8,186 Taylor Stravenue,Ernestport,HI,01203,1
315,Kyles Grill,+1-998-951-3037,13,97934 Gray Lodge,Heatherfort,MN,80840,6
316,Kyles Grill,(777)920-1750x3,4,09531 Martin Station,South Phyllisstad,UT,96636,6
317,Kyles Grill,001-316-506-537,4,98890 Fuller Ramp Apt. 033,South David,WV,49873,1
318,Timothys Cafe,+1-708-451-9613,6,20889 Katie Pike Suite 754,Colleenmouth,IN,80603,5
319,Johns Kitchen,372-590-2653,17,7065 Garcia Light,Ryanfurt,IN,26362,5
320,Gabrielles Table,(881)856-1078x9,10,3386 Maddox Streets Apt. 206,New Evan,FL,13989,9
321,Michaels Bistro,855-984-8294,19,9904 Brewer Stravenue,Sandrabury,NH,44704,2
322,Timothys Cafe,(375)495-5751x7,16,357 Debra Cape Suite 637,Margaretchester,WA,77513,8
323,Michaels Bistro,(909)119-9921x6,4,9976 Mason Course,Johnsonstad,NJ,63176,8
324,Timothys Cafe,+1-061-489-8012,17,30719 Wang Pike,Ramirezfort,WA,22035,7
325,Brians Pizza,530.341.7370x91,12,705 Terri Locks,Sarahfurt,KY,05598,7
326,Brians Pizza,+1-358-373-4556,19,21117 Teresa Meadow Apt. 367,Cooketown,IL,60303,6
327,Brians Pizza,+1-492-231-3915,10,041 West Springs Suite 662,Lake Christopherburgh,HI,81163,6
328,Michaels Bistro,+1-938-492-1373,18,44120 Molly Place Suite 284,New Davidville,AZ,36586,9
329,Samuels Corner,785-699-8925,9,0129 Nichols Streets,East Deborahhaven,OK,83310,7
330,Sherris Diner,+1-701-545-8412,20,38175 Jones Rapids,Shannonburgh,IL,25900,9
331,Gabrielles Table,365.474.9657x81,4,7974 Sergio Lane,East William,PA,12686,6
332,Brians Pizza,001-820-543-620,2,77966 Middleton Road,Johnborough,NY,30049,2
333,Johns Kitchen,001-013-863-006,6,774 Kenneth Walk Suite 899,Williamschester,MN,82764,3
334,Brians Pizza,+1-853-724-9285,11,157 Rick Crossroad Apt. 565,Maldonadomouth,ID,22359,8
335,Brians Pizza,001-109-123-616,13,5614 Wade Ridge Apt. 614,Port Deborahmouth,MT,82517,7
336,Timothys Cafe,001-176-182-145,6,851 Donna Mount,East Shane,TX,64002,6
337,Brittanys Tacos,954.541.6323,12,03612 Gregory Via,Bellshire,VT,20821,3
338,Brittanys Tacos,001-247-648-945,18,687 Michael Corner,North Pam,WY,69301,9
339,Samuels Corner,(397)632-8752x3,18,62887 Amy Viaduct,New Bethanyland,MN,67472,10
340,Johns Kitchen,+1-656-115-5702,20,90020 Stark Ports Apt. 195,Jonesshire,CO,03958,3
341,Seans House,001-625-853-987,13,1369 Black Unions Apt. 231,Danielleville,MD,63843,9
342,Gabrielles Table,780.775.3321x15,16,10747 Ramirez Mission,Annahaven,ID,54314,7
343,Sherris Diner,033-083-9213x59,19,13097 Melissa Shoals Apt. 639,Lopezside,IA,41144,7
344,Brittanys Tacos,715.663.1160x89,5,9891 Martinez Forest Suite 418,Matthewshire,MA,22570,5
345,Michaels Bistro,719-295-7470x80,9,5346 James Center,Markstad,NM,87561,7
346,Michaels Bistro,642-406-0058x01,1,23363 Boyd Motorway,Ernestside,DE,45425,5
347,Michaels Bistro,+1-015-314-8341,17,7259 Amanda Avenue Apt. 017,Barbarahaven,ND,84876,10
348,Seans House,292.916.9357x57,5,808 Jessica Square,Michaelmouth,SD,22198,2
349,Michaels Bistro,282-303-2476x42,5,0115 Susan Court Suite 910,Baldwinhaven,MA,24864,2
350,Gabrielles Table,(339)312-0897x3,5,8212 Carlos Grove,Pamelaton,FL,00843,2
351,Samuels Corner,001-805-172-560,13,42188 Benjamin Fork,Lake Crystalhaven,MI,78897,2
352,Gabrielles Table,(112)932-9559x7,19,4373 Robert Lake Apt. 867,Lake Amy,AZ,37921,1
353,Seans House,035.398.1516x89,9,8826 Frost Vista,Powersport,MA,74919,10
354,Seans House,001-668-249-850,2,96633 Reynolds Spurs,Victoriahaven,KS,58512,7
355,Timothys Cafe,131.687.5286x65,12,44813 Roy Knoll Apt. 414,North Allisonfort,ND,46620,2
356,Kyles Grill,342-328-8157x22,8,752 Sparks Falls Suite 872,Garciaside,OH,31539,8
357,Timothys Cafe,(341)787-8486x0,20,355 Glover Fords Apt. 573,Walkerstad,KS,27558,10
358,Michaels Bistro,497-555-3075x92,14,063 Shaw Way,Jonesport,MO,88438,9
359,Brittanys Tacos,580.918.1915x82,15,55506 Garcia Ports,New Laurenton,ND,26421,2
360,Brittanys Tacos,451-140-4835x73,6,01160 Evans Tunnel,Port Jasonton,FL,58896,8
361,Michaels Bistro,001-275-716-284,15,87373 Johnson Cliff Apt. 326,Lake Craigmouth,TX,41644,9
362,Seans House,558-229-2500x55,12,5979 Mary Walk,West Bettyberg,NM,07292,10
363,Seans House,017.693.9150x48,15,4949 White Field,Joshuaburgh,AK,47478,1
364,Gabrielles Table,001-859-239-499,17,719 Knight Park Suite 759,Jenniferberg,MD,56122,5
365,Johns Kitchen,(570)642-9220x1,10,59132 Dawn Lake Suite 372,North John,RI,86710,7
366,Timothys Cafe,001-736-660-489,9,518 Robin Ports,Robertville,PA,40329,4
367,Sherris Diner,001-048-051-066,14,5904 David Greens Apt. 199,South Jaclyn,CA,64131,4
368,Samuels Corner,+1-019-333-8180,17,846 Hudson Parkway,West Marcville,ID,42419,8
369,Sherris Diner,(813)150-8363x3,8,162 Dustin Forge,Edwardfurt,NC,97805,9
370,Brians Pizza,967-240-1665x64,10,40249 Brown Stravenue,South Courtney,CO,60890,7
371,Johns Kitchen,(074)734-4804x9,3,09254 Cole Summit,Cordovaburgh,AK,63522,2
372,Seans House,+1-955-254-8780,10,32798 Jeremy Mountain,North James,DE,31972,4
373,Timothys Cafe,007-809-4475x02,14,4856 Rebecca Groves,Joyceport,AK,59827,8
374,Timothys Cafe,090.857.6039,11,835 Emily Cove,Matthewberg,PA,08591,2
375,Michaels Bistro,(884)197-3647x6,3,000 Terrell Glen,North Brandi,FL,52026,6
376,Brittanys Tacos,+1-773-205-8157,3,9747 Reese Mount,Brookefurt,TN,70395,8
377,Brittanys Tacos,3716324492,3,6182 Ball Street,Lake Danielfurt,SD,10204,7
378,Brittanys Tacos,+1-443-824-9937,8,002 Karen Drive,Levinemouth,PA,95750,7
379,Gabrielles Table,001-933-789-134,3,0232 Ford Tunnel,Andrewfurt,MD,14544,1
380,Brians Pizza,209.370.1648x30,6,5512 Thornton Mills,Johnshire,GA,41660,6
381,Timothys Cafe,+1-274-179-2513,19,8274 Shelby Meadow Suite 357,West Elizabethmouth,NE,64519,4
382,Samuels Corner,750-948-6690x02,2,62479 Perkins Isle Apt. 819,South Pamelashire,TX,30174,9
383,Johns Kitchen,(711)838-8521,3,7576 Johnson Plains Apt. 847,South Kaylafort,RI,26796,5
384,Samuels Corner,+1-587-245-7303,10,709 Warren Tunnel,West Sarabury,MT,20950,5
385,Johns Kitchen,001-440-165-490,18,412 Brown Pass Apt. 944,North Alvin,RI,15720,5
386,Sherris Diner,(000)526-6476,16,7222 Quinn Points Apt. 013,East Nicolechester,MA,94460,5
387,Sherris Diner,(970)504-5856,1,0327 Gonzalez Summit,West Teresahaven,RI,14302,7
388,Timothys Cafe,001-203-088-249,14,82021 Johnson Square Suite 584,Lake Zachary,MN,54717,4
389,Samuels Corner,872-587-8266x75,17,4551 Lisa Garden Apt. 737,New Elijah,AK,78117,1
390,Samuels Corner,255.474.7490,5,47279 Schmidt Stream,New Lori,SC,49395,7
391,Samuels Corner,+1-794-059-1478,16,7676 Lopez Drive Suite 478,East Samantha,VA,67183,1
392,Samuels Corner,001-991-386-747,16,6967 Laura Brooks Apt. 031,Duarteside,TX,27522,1
393,Brittanys Tacos,(538)085-9041x9,17,064 Keith Park,Millerburgh,NH,12594,1
394,Brittanys Tacos,(971)801-8607x1,18,235 Hardy Streets,East Virginiaton,NJ,17783,3
395,Michaels Bistro,4772297579,4,0510 Flores Mountain Suite 553,Lake Kevin,FL,70779,6
396,Brittanys Tacos,(224)558-3998x5,13,5375 Mandy Harbor,West Markfurt,DE,51789,9
397,Kyles Grill,001-133-926-426,1,80373 Devin Plaza Apt. 033,Danielside,WV,70103,10
398,Gabrielles Table,(042)398-9914x3,20,4218 Andrew Bypass,Marychester,MI,58987,6
399,Brittanys Tacos,451-565-8438x84,7,3516 Moyer Dale,Paulhaven,MN,38869,6
400,Michaels Bistro,408-767-4599x90,1,7898 Benjamin Pass,Shannonhaven,CO,14581,3
401,Seans House,(456)225-9263,14,909 Katherine Falls Apt. 383,West Travisside,AK,34342,10
402,Kyles Grill,971-551-3451x80,18,9553 Sean Via,Catherineborough,DE,57906,7
403,Timothys Cafe,779-680-0025,12,766 James Glen Apt. 122,Brandonton,NC,81382,4
404,Samuels Corner,(226)649-7986,8,62296 Quinn Ways Apt. 848,Rodriguezville,MO,48356,9
405,Seans House,001-492-465-964,17,2137 Thomas Hills Apt. 932,Hillland,WY,59826,7
406,Brians Pizza,581-556-0079x06,20,11327 Vaughan Landing Apt. 912,South Joshuamouth,IN,19679,4
407,Kyles Grill,001-695-782-951,2,9278 Ross Path,Lake Brendahaven,MT,48073,10
408,Sherris Diner,685-388-2808,20,734 Simon Plains,Walkerborough,LA,47895,7
409,Kyles Grill,(141)688-5883,15,298 Mcintyre Crossing Apt. 180,Anthonyshire,CO,63133,1
410,Gabrielles Table,001-763-672-353,6,7885 Rodriguez Landing,Thomashaven,CA,13763,10
411,Sherris Diner,077-013-9101,17,1610 Cassie Corner Suite 852,North Alicia,NM,48255,7
412,Johns Kitchen,424.846.0238,8,920 Willis Lake Suite 444,Taramouth,VA,78525,3
413,Samuels Corner,(452)236-8690,6,802 Jackson Brook,Popetown,AZ,19290,7
414,Seans House,+1-055-553-7948,3,76292 Ferguson Alley Suite 488,Sandersfurt,CT,01546,3
415,Johns Kitchen,5688216808,12,65458 Linda Gateway,Gonzalezfurt,WV,77767,7
416,Sherris Diner,465-810-1678,5,052 Sawyer Plaza Suite 676,Lake Eddieberg,MN,32415,6
417,Michaels Bistro,(229)737-3674,17,73199 Raymond Haven,Michaelland,CO,26354,9
418,Kyles Grill,665.122.5066,12,7244 Brandon Knoll Apt. 219,North Hollystad,NV,31500,3
419,Brittanys Tacos,+1-445-734-4421,2,17423 Smith Highway,Swansonland,MN,23960,7
420,Brians Pizza,671.701.8366,14,93026 Castro Mountains,Anthonyville,NM,40177,4
421,Michaels Bistro,001-660-968-390,16,340 Moore Crescent,Valeriemouth,KS,12476,2
422,Michaels Bistro,001-883-903-203,13,29114 Brandy Crossroad Apt. 886,West Gregory,MN,53485,3
423,Brians Pizza,948.246.6787,6,922 Melinda Heights Apt. 718,Aaronchester,CO,94605,9
424,Gabrielles Table,(297)741-8352,12,168 Miller Ridges,Port Darrylland,ND,23598,2
425,Kyles Grill,(439)587-0998x1,4,30374 White Orchard,Dixonchester,AL,14344,10
426,Seans House,(971)280-9455,11,868 Ho Plains,Port Vanessaside,WI,33054,7
427,Johns Kitchen,723-537-0944,8,64777 Jordan Green,West Joannamouth,UT,65251,5
428,Timothys Cafe,253-284-8739x84,18,802 Mclean Prairie,Simmonsmouth,RI,54921,9
429,Gabrielles Table,+1-245-250-7059,4,303 Parker Ports,Jenniferburgh,HI,27112,3
430,Johns Kitchen,928.812.2155x27,10,6085 Johnson Loaf Suite 009,East Dylanville,CT,96624,6
431,Sherris Diner,195-691-5959,10,93021 Tyler Islands,South Bruce,AL,68140,4
432,Timothys Cafe,840-852-7045,16,78632 Cardenas Glen Suite 382,East Melissa,DC,73001,2
433,Brittanys Tacos,001-849-286-360,10,76291 Mack Spring,Michaelmouth,MN,12775,2
434,Brittanys Tacos,838-990-4866x27,9,5035 Kristen Vista,Wadeborough,SC,01019,1
435,Sherris Diner,+1-860-381-7654,7,31833 Brittany Freeway,Ryanchester,OK,16023,7
436,Kyles Grill,937.614.6823x35,1,40507 Harris Street,North Jesse,HI,16700,1
437,Sherris Diner,242-483-5181x59,19,8839 Williams Road Apt. 712,Andrewfort,ND,33009,10
438,Gabrielles Table,449-529-3497x65,13,70034 Julia Ville,Rodriguezbury,AK,46965,3
439,Brittanys Tacos,1413400618,7,92637 Turner Parkway,Alecville,ME,66533,1
440,Seans House,(665)680-7510,10,4177 John Vista,Powershaven,VT,20930,10
441,Kyles Grill,(285)747-5950x4,17,01013 Schmidt Ramp Apt. 471,Carmenmouth,OH,59303,9
442,Brittanys Tacos,(023)352-3623x0,2,7279 Jason Road Suite 340,Henrytown,MS,11171,2
443,Michaels Bistro,001-546-203-319,15,21127 Mary Route Suite 980,Connerhaven,WY,27628,10
444,Sherris Diner,(969)576-4979x1,20,687 Lewis Overpass Suite 531,New Jeffreymouth,OR,49931,7
445,Michaels Bistro,+1-056-325-4293,16,2561 Rebecca Shores Apt. 610,Lake Johnhaven,KY,67852,1
446,Brians Pizza,001-513-108-457,2,3373 Kyle Burg Apt. 408,Rojasberg,MS,76418,3
447,Brittanys Tacos,086-612-1209,12,5420 Jessica Street Apt. 908,East Christopher,IL,13357,8
448,Seans House,(763)230-4994x0,1,8242 Massey Forks Suite 332,North Victor,WV,47157,6
449,Sherris Diner,+1-774-770-9613,20,331 Clements Crescent Apt. 913,Boydmouth,AR,64271,3
450,Samuels Corner,832-669-9556,15,84855 Parker Roads,North Jenniferton,MI,08981,4
451,Samuels Corner,+1-499-702-3865,11,71548 Cathy Viaduct,Port Kristinburgh,CT,90172,4
452,Brians Pizza,845-863-9454,10,561 Novak Trail,Andreatown,UT,81165,5
453,Samuels Corner,(986)586-6768,12,231 Turner Fork,Port Daniellehaven,VA,75509,4
454,Michaels Bistro,974.965.5765x58,4,2631 Allen Mill Suite 497,North Shawn,MN,50751,9
455,Gabrielles Table,196-132-4385x35,1,456 Terri Port,Booneton,RI,21736,4
456,Seans House,496-341-7460x97,12,3626 Lee Lakes Suite 445,Lake Joshua,NE,09197,7
457,Brians Pizza,025.035.8661,6,75151 Cobb Flat Suite 010,Sullivanberg,IL,89876,5
458,Michaels Bistro,001-410-147-832,13,84066 Hill Island Apt. 518,Crystalville,MT,86530,1
459,Johns Kitchen,+1-811-826-3436,12,9132 Palmer Groves Suite 230,Tracytown,OK,27459,5
460,Sherris Diner,936.589.8043,1,068 Eric Shores,East Gregory,CT,64215,2
461,Seans House,367.918.1100x15,4,060 Buchanan Loop Suite 066,West Jacqueline,NC,61118,3
462,Kyles Grill,884-779-6296x90,14,198 Anthony Lock Apt. 334,New Maria,NE,08173,1
463,Brittanys Tacos,+1-587-861-8154,16,04226 Perez Tunnel Suite 581,Smithside,NE,67051,10
464,Samuels Corner,(329)325-8847x6,7,322 Cindy Course Suite 325,Greenberg,WY,44862,2
465,Michaels Bistro,+1-983-745-9746,3,99581 Brooks Ports Apt. 261,New Haley,SC,20185,2
466,Gabrielles Table,001-682-850-100,17,823 Walker Creek Apt. 808,Margaretton,PA,57514,8
467,Timothys Cafe,189-117-8238x40,17,711 Lambert Tunnel,Adamsborough,OH,53436,10
468,Samuels Corner,(193)359-6171,5,14251 Gregory Crescent Apt. 011,Vargasport,MO,92202,2
469,Seans House,(363)984-9252x2,14,66169 Theodore Centers,Maddenmouth,RI,39864,2
470,Seans House,078-432-0670x04,4,397 Ward Walk,Port Jamie,NJ,76454,3
471,Seans House,(297)077-8587x5,16,69512 Amber Walk,South Oliviabury,CT,49391,5
472,Samuels Corner,677-047-9809x83,1,12456 Fernandez Parkway,North Christophershire,OK,71018,5
473,Johns Kitchen,001-892-097-304,5,022 Jillian Shoal,Cooperhaven,NY,88405,3
474,Kyles Grill,(803)355-7373x2,9,8874 Day Corners,Hullfurt,SD,27588,2
475,Brians Pizza,461.200.3209x44,8,2437 Gutierrez Freeway,West Melissastad,HI,77526,2
476,Seans House,895.002.8803x34,16,7855 Malone Center,New Kevin,NV,73272,8
477,Timothys Cafe,916-425-6736x01,13,747 Jones Loop Apt. 891,Lake Kimberly,NM,57756,6
478,Brians Pizza,363.060.4150x02,12,4711 Brewer Key,Dickersonbury,NY,87741,4
479,Brittanys Tacos,(056)911-9136x0,10,18618 Sherry Manor,Jasonville,SD,31732,7
480,Samuels Corner,+1-262-730-1667,12,4622 Mcknight Shoals Suite 557,Foxland,LA,60248,2
481,Sherris Diner,001-305-552-840,14,7279 Patricia Alley Apt. 990,Donaldbury,MS,10669,8
482,Brittanys Tacos,373.176.0364x81,6,57032 Miranda Road Suite 259,Laurenville,WV,16146,1
483,Michaels Bistro,+1-030-580-2392,18,130 Williams Brook,Moranshire,CT,04962,7
484,Sherris Diner,560.356.8255,9,6365 Sanchez Crossing Suite 839,Port Mario,DE,83244,2
485,Samuels Corner,001-189-853-992,4,15140 Richardson River Apt. 875,New Laurie,MD,41104,8
486,Brittanys Tacos,771.643.7513,15,72005 Olivia Meadows,North Sandra,CT,02597,2
487,Seans House,210.139.5384x86,15,388 Richard Freeway,Mccoyville,WV,47108,4
488,Brittanys Tacos,001-202-908-429,6,395 Ingram Expressway Suite 006,Armstrongfurt,NH,16615,7
489,Sherris Diner,(504)065-8443,5,99453 Kimberly Parkways Suite 445,South Ronald,WY,99330,7
490,Samuels Corner,(008)237-3331x0,12,8223 Clark Rue,Serranoburgh,NH,33560,6
491,Kyles Grill,817.424.9632x33,14,451 William Fort Suite 411,Lake Deborahhaven,IN,69121,8
492,Brittanys Tacos,952-234-9936x72,1,940 Maldonado Fall Suite 073,Lake Brian,IA,32684,3
493,Johns Kitchen,695.725.2942x66,12,561 Barrett Shoals Apt. 325,Josephstad,WI,56508,3
494,Michaels Bistro,182.110.3159x70,7,979 Mcintosh Plaza,South Alexandrafort,VT,64540,5
495,Sherris Diner,3782081631,4,2121 Martinez Creek,Bethside,CA,67968,1
496,Brians Pizza,(590)828-1085,7,4826 Vasquez Ports Suite 552,Port Sergiostad,DC,53452,3
497,Gabrielles Table,(366)300-7827x3,10,96813 Nicole Forks,West Michaelstad,WY,61927,10
498,Brians Pizza,120-271-5074,2,46831 Kimberly Summit,West Jon,NH,03505,10
499,Kyles Grill,281.308.8072,5,47091 Wood Corner,Dakotaburgh,RI,03674,1
500,Michaels Bistro,247.395.2316x76,13,44565 Frederick Brooks,South Aaronborough,MO,13911,2
501,Seans House,(691)786-6337,14,3361 Eric Fall Apt. 723,Dylanside,ID,64342,6
502,Brittanys Tacos,212-432-4919x34,11,414 Christopher Expressway Apt. 362,New Henryport,CT,53839,6
503,Gabrielles Table,978-086-2387x85,2,157 Quinn Canyon Apt. 812,Leechester,DC,55807,8
504,Kyles Grill,807.830.9626x39,6,9637 Boone Creek Suite 277,Wilsonton,IA,90671,10
505,Timothys Cafe,+1-416-609-0883,7,3045 Horton Cove Suite 506,Loweville,DC,16003,10
506,Kyles Grill,+1-411-981-6250,16,900 Adkins Gateway Apt. 192,Rickyburgh,WY,78897,9
507,Kyles Grill,914.914.3704,9,036 Jeffery Manor Apt. 595,Jessicahaven,MD,10031,1
508,Gabrielles Table,8426780404,4,24748 Jessica Village Suite 636,Codybury,DC,30328,3
509,Timothys Cafe,+1-102-296-1939,14,620 Wright Rapids,Russellchester,NJ,91354,9
510,Brittanys Tacos,001-473-609-652,16,58061 Jones Unions,Barbaraton,OH,23548,5
511,Seans House,001-108-076-536,18,747 Stephen Ports Suite 207,Lisaport,WA,35381,2
512,Sherris Diner,001-359-318-551,16,76885 Heather Island Apt. 413,Barberton,WI,09710,4
513,Brians Pizza,001-114-799-723,5,94426 Conner Ports,South Jenniferchester,AR,48636,10
514,Michaels Bistro,422-815-2888x68,11,2690 Peters Prairie Suite 914,Bridgetview,IL,84089,1
515,Gabrielles Table,+1-333-592-9979,13,1374 Dixon Fall Apt. 859,New Amberland,NM,98718,9
516,Johns Kitchen,374.337.6903,17,12264 Christopher Pine Apt. 262,West Amandabury,OR,06406,1
517,Seans House,001-866-049-542,13,333 Heidi Inlet Apt. 892,Gaytown,OR,33457,9
518,Johns Kitchen,178.020.9384,5,4817 Sarah Greens Apt. 687,Mccarthymouth,TN,77242,9
519,Kyles Grill,+1-987-946-0956,4,492 Kenneth Harbors,Janicehaven,UT,06997,3
520,Seans House,001-737-275-351,4,0991 Taylor Manor,Patelland,OH,54680,4
521,Brittanys Tacos,8316409408,1,4917 Melton Knolls Apt. 922,Johnsontown,MT,13200,6
522,Timothys Cafe,481.491.3593x45,5,30026 Veronica Square Suite 956,Wangland,RI,27219,2
523,Brittanys Tacos,151-143-7945x73,5,97785 Williams Junctions Apt. 101,Robleston,OH,80339,4
524,Michaels Bistro,1134377571,12,6213 Tiffany Trail Suite 377,New Reneebury,DE,42601,1
525,Brittanys Tacos,(578)723-3598x7,17,94294 Becky Turnpike Apt. 521,Lake Brianna,WV,98867,6
526,Johns Kitchen,7061170273,1,53049 Crystal Corner Suite 359,North Philip,NV,59670,3
527,Johns Kitchen,465-754-9218,8,472 Nathan Trace Suite 138,New Tiffanyport,MI,87853,4
528,Brians Pizza,(655)397-9461,2,7274 Burnett Loop Suite 548,East Bradleybury,IN,13612,2
529,Kyles Grill,001-213-175-301,11,560 Wendy Lodge,Pagefort,IL,49745,3
530,Sherris Diner,235-107-5086,14,676 Cameron Burg,Luisville,MO,95071,5
531,Timothys Cafe,4588861283,20,686 Elizabeth Key Apt. 621,Port Emily,MT,92717,5
532,Seans House,001-891-858-124,1,20551 Jody Flats Suite 199,Perezmouth,TX,23800,8
533,Seans House,488.490.3050,14,482 Martin Greens,Gambleland,AZ,01858,4
534,Seans House,001-359-965-085,16,745 Anita Green Suite 607,New Nathaniel,LA,13367,2
535,Kyles Grill,854-896-8117x80,10,12478 Schultz Wells,North Jessica,DE,76989,6
536,Kyles Grill,646-666-3010,10,676 Smith Summit,East Marymouth,ND,61636,9
537,Gabrielles Table,(838)212-5456x9,16,0294 Kristin Knolls,Lake Donnashire,IA,03366,5
538,Michaels Bistro,457-014-2554x92,3,47813 Jesus Fall,Copelandside,LA,00908,8
539,Seans House,555.597.5788,14,370 Vasquez Coves,Lake Jacquelineville,AZ,10445,8
540,Sherris Diner,(844)720-7949x7,8,56968 Sanders Rapid Suite 270,Elizabethstad,MS,75071,7
541,Seans House,+1-156-922-1545,20,52393 Emily Islands Apt. 654,South David,NE,22356,9
542,Brians Pizza,2540290168,5,5563 Mcgrath Cliffs Suite 642,Jessemouth,TN,03170,7
543,Sherris Diner,299-194-2278x78,17,031 Amanda Street,East Sarahstad,PA,47714,4
544,Sherris Diner,737-531-4618,6,85300 Gutierrez Point,Kennethland,TX,82517,5
545,Johns Kitchen,077-778-3426,8,776 Karen Summit,East Dianeville,SC,56844,3
546,Samuels Corner,001-036-546-183,9,9743 Roy Streets,East Sharon,NE,67431,4
547,Kyles Grill,001-735-639-516,4,42482 Adam Mountains Suite 984,South Joshua,WY,90195,5
548,Sherris Diner,001-515-064-603,9,1084 White Point Apt. 101,Erinmouth,AK,46189,7
549,Brians Pizza,545-165-0777,8,14234 Charles Pine Apt. 703,North Gabrielle,KS,65002,2
550,Kyles Grill,162.337.4752x56,14,7367 Chung Mews Apt. 528,Camposside,MT,27095,10
551,Gabrielles Table,001-634-382-072,7,621 John Track,Stephaniemouth,DC,60143,10
552,Brittanys Tacos,652-272-2569x92,16,742 Chen Pine Apt. 997,New Aimee,FL,90232,5
553,Sherris Diner,287-785-9001x25,4,3859 Smith Turnpike,South Philip,PA,74631,3
554,Kyles Grill,7926206771,17,284 Robert Divide,Wendychester,WV,94524,4
555,Johns Kitchen,2011934916,20,195 Simpson Walk Suite 665,South Jerry,WA,26965,8
556,Brians Pizza,001-069-298-517,6,4130 Amber Isle Suite 045,Alexanderborough,SC,96509,7
557,Sherris Diner,+1-760-737-0685,7,7782 Tony Station Suite 113,Jonathanborough,NM,92098,8
558,Seans House,(865)778-1386,19,9673 Mack Mountains Apt. 999,Theresaberg,CO,31545,7
559,Timothys Cafe,001-129-991-088,5,5954 Copeland Lodge,Lake Kenneth,IL,67927,10
560,Sherris Diner,022-351-3401x07,8,20443 Justin Fords,East Nicole,MO,58112,5
561,Michaels Bistro,1998961125,4,3692 Kimberly Trafficway,Port Jamesmouth,NJ,17584,6
562,Johns Kitchen,(586)547-1173x9,5,58221 Herring Mountain,Jeremytown,ID,38287,10
563,Gabrielles Table,(805)065-7071x2,13,08155 Barnes Hills,Colemanhaven,AL,17991,2
564,Michaels Bistro,(815)055-7795,2,47404 Jennifer Manor,Andrewtown,NH,80719,10
565,Seans House,1723907027,9,34192 Smith Island,Stevensport,NY,12160,7
566,Johns Kitchen,001-474-418-164,7,38133 Daniel View,Kerrystad,SC,00877,7
567,Gabrielles Table,(192)859-5146,5,31842 Leonard Springs Apt. 899,Port Christianville,KS,20904,4
